task_id,set_id,pair_id,is_anchor,pair_type,is_cross_stratum,intersection_a,intersection_b,alt1_att1_streetview,alt1_att2_intensiteit,alt2_att1_streetview,alt2_att2_intensiteit,intensity_wvk_a,intensity_wvk_b,stratum_a,stratum_b
183,6,-8114815984263598343,False,hub_spoke,False,181277036,600097689,88196ba24bfffff/89196ba24a7ffff/8a196ba24a57fff/70_03490_front.jpg,Middelmatig,88196bb5e9fffff/89196bb5e9bffff/8a196bb5e987fff/413_01363_front.jpg,Hoog,5200.0,7450.0,4+_voorrang,4+_voorrang
184,6,-5982464523462875125,True,backbone,True,183277002,600483010,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,1100.0,350.0,4+_voorrang,4+_geen_voorrang
185,6,-5234961688605008854,True,backbone,False,178273039,183263020,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,400.0,1200.0,T_geen_voorrang,T_geen_voorrang
186,6,-5612670659563608411,False,backbone,True,178273039,600483010,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,400.0,350.0,T_geen_voorrang,4+_geen_voorrang
187,6,-8609563627939293836,False,backbone,True,183277002,184273072,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,1100.0,2725.0,4+_voorrang,T_voorrang
188,6,2559444731104004092,False,hub_spoke,False,184273072,600424823,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,88196ba20bfffff/89196ba256bffff/8a196ba20b4ffff/26_00120_front.jpg,Hoog,2725.0,9800.0,T_voorrang,T_voorrang
189,6,-3972361391621475974,False,hub_spoke,False,183272020,190273120,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,88196bb509fffff/89196bb508fffff/8a196bb50857fff/523_03029_front.jpg,Hoog,9100.0,21550.0,4+_VRI,4+_VRI
190,6,-5522761173816686543,False,hub_spoke,False,178273039,190264011,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb5e3fffff/89196bb5e33ffff/8a196bb5e31ffff/425_01820_front.jpg,Laag,400.0,250.0,T_geen_voorrang,T_geen_voorrang
191,6,-5863951908570641866,False,hub_spoke,False,181265038,186274160,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196bb563fffff/89196bb563bffff/8a196bb56387fff/29_02560_front.jpg,Hoog,6800.0,7950.0,4+_VRI,4+_VRI
192,6,3986832659416779073,True,backbone,True,176275195,183272020,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,6450.0,9100.0,T_VRI,4+_VRI
193,6,5576881699999255756,True,backbone,True,183272020,600483010,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,9100.0,350.0,4+_VRI,4+_geen_voorrang
194,6,-6648240726599948395,False,within,False,179265069,182274179,88196ba2e3fffff/89196ba2e33ffff/8a196ba2e30ffff/362_00133_front.jpg,Hoog,88196ba253fffff/89196ba2533ffff/8a196ba25337fff/2_01537_front.jpg,Middelmatig,10300.0,4300.0,4+_VRI,4+_VRI
195,6,-4429937868484848994,False,within,False,182272213,600097669,88196bb525fffff/89196ba2527ffff/8a196bb525a7fff/553_00344_front.jpg,Hoog,88196bb5cdfffff/89196bb5cdbffff/8a196bb5cdaffff/434_02518_front.jpg,Hoog,8200.0,8850.0,4+_VRI,4+_VRI
196,6,6798175148834520986,True,backbone,True,176275195,183277002,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,6450.0,1100.0,T_VRI,4+_voorrang
197,6,317844875930649246,False,within,False,185273145,189267114,88196bb529fffff/89196bb529bffff/8a196bb529b7fff/50_00536_left.jpg,Hoog,88196bb53bfffff/89196bb53a7ffff/8a196bb53a6ffff/554_00091_front.jpg,Middelmatig,6850.0,1050.0,4+_VRI,4+_VRI
198,6,-2770144606827194486,False,hub_spoke,False,182265103,183263020,88196ba289fffff/89196ba2c2fffff/8a196ba2892ffff/368_00338_front.jpg,Laag,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,250.0,1200.0,T_geen_voorrang,T_geen_voorrang
199,6,-6195100666187080972,True,backbone,True,178273039,183272020,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,400.0,9100.0,T_geen_voorrang,4+_VRI
200,6,-65478970376809206,False,diagonal,True,184275095,191269022,88196bb565fffff/89196bb564fffff/8a196bb564e7fff/3_02537_front.jpg,Laag,88196bb511fffff/89196bb510bffff/8a196bb5108ffff/244_03014_front.jpg,Hoog,100.0,9550.0,4+_voorrang,T_VRI
201,6,1935339960263903279,False,backbone,False,184273072,600488624,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,88196bb565fffff/89196bb5643ffff/8a196bb56557fff/1_01590_front.jpg,Hoog,2725.0,9100.0,T_voorrang,T_voorrang
202,6,-5580225034135881548,False,hub_spoke,False,182270019,187277089,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,88196bb097fffff/89196bb569bffff/8a196bb569b7fff/12_02877_front.jpg,Middelmatig,1300.0,1600.0,4+_geen_voorrang,4+_geen_voorrang
203,6,-1576317267418617994,False,hub_spoke,False,183263020,194268070,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,88196bb5cdfffff/89196bb426fffff/8a196bb426dffff/441_00303_front.jpg,Middelmatig,1200.0,1250.0,T_geen_voorrang,T_geen_voorrang
204,6,3770520184940216804,False,hub_spoke,False,179272092,183277002,88196ba21dfffff/89196ba21c3ffff/8a196ba21d1ffff/86_00694_front.jpg,Middelmatig,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,5050.0,1100.0,4+_voorrang,4+_voorrang
205,6,-4993582873929201989,False,hub_spoke,False,179274126,183272020,88196ba255fffff/89196ba254fffff/8a196ba254d7fff/77_02319_front.jpg,Hoog,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,10750.0,9100.0,4+_VRI,4+_VRI
206,6,-684834926836728393,False,hub_spoke,False,183272020,186275037,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,88196bb561fffff/89196bb560fffff/8a196bb560e7fff/190_01006_front.jpg,Hoog,9100.0,6850.0,4+_VRI,4+_VRI
207,6,-5043139922544730809,False,within,False,185274084,186279088,88196bb567fffff/89196bb5667ffff/8a196bb56647fff/5_01671_front.jpg,Hoog,88196bb0bbfffff/89196bb0bb7ffff/8a196bb0bb67fff/13_01277_front.jpg,Hoog,9950.0,6100.0,4+_VRI,4+_VRI
208,6,202786450907691587,False,within,False,177273181,186273103,88196ba201fffff/89196ba2003ffff/8a196ba2002ffff/83_01707_front.jpg,Middelmatig,88196bb563fffff/89196bb562fffff/8a196bb562c7fff/130_03323_front.jpg,Hoog,5700.0,7700.0,4+_VRI,4+_VRI
209,6,-1468630666093391,False,hub_spoke,False,185274093,600483010,88196bb567fffff/89196bb5667ffff/8a196bb56677fff/30_00679_front.jpg,Middelmatig,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,1600.0,350.0,4+_geen_voorrang,4+_geen_voorrang
210,6,-6674412620042823062,False,hub_spoke,False,181277036,183274028,88196ba24bfffff/89196ba24a7ffff/8a196ba24a57fff/70_03490_front.jpg,Middelmatig,88196ba25bfffff/89196ba25a3ffff/8a196ba25a37fff/5_03141_front.jpg,Middelmatig,5200.0,1450.0,4+_voorrang,4+_voorrang
211,6,2359397767795381259,False,hub_spoke,False,181265038,185273145,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196bb529fffff/89196bb529bffff/8a196bb529b7fff/50_00536_left.jpg,Hoog,6800.0,6850.0,4+_VRI,4+_VRI
212,6,7929341540324724428,False,hub_spoke,False,181277036,188267015,88196ba24bfffff/89196ba24a7ffff/8a196ba24a57fff/70_03490_front.jpg,Middelmatig,88196bb533fffff/89196bb53afffff/8a196bb53adffff/417_00893_front.jpg,Laag,5200.0,500.0,4+_voorrang,4+_voorrang
213,6,8161753262570782335,False,hub_spoke,False,181262018,600488624,88196ba281fffff/89196ba2807ffff/8a196ba2805ffff/376_00095_front.jpg,Hoog,88196bb565fffff/89196bb5643ffff/8a196bb56557fff/1_01590_front.jpg,Hoog,15700.0,9100.0,T_voorrang,T_voorrang
214,6,8778571638133185686,False,hub_spoke,False,182270019,186275023,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,88196bb561fffff/89196bb560bffff/8a196bb560affff/66_00115_front.jpg,Laag,1300.0,450.0,4+_geen_voorrang,4+_geen_voorrang
215,6,7220505896774823000,True,backbone,True,176275195,600483010,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,6450.0,350.0,T_VRI,4+_geen_voorrang
216,6,3534026343208441231,False,hub_spoke,False,176268028,183277002,88196ba233fffff/89196ba2337ffff/8a196ba2335ffff/364_03513_front.jpg,Laag,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,250.0,1100.0,4+_voorrang,4+_voorrang
217,7,-5982464523462875125,True,backbone,True,183277002,600483010,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,1100.0,350.0,4+_voorrang,4+_geen_voorrang
218,7,-2951401422022635260,False,hub_spoke,False,176275195,192265118,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb5c5fffff/89196bb5c4fffff/8a196bb5c4d7fff/396_04121_front.jpg,Hoog,6450.0,9400.0,T_VRI,T_VRI
219,7,-4267615866904865652,False,hub_spoke,False,181265038,186275043,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196bb561fffff/89196bb560bffff/8a196bb5608ffff/32_01876_front.jpg,Hoog,6800.0,7050.0,4+_VRI,4+_VRI
220,7,2055223354347614211,False,hub_spoke,False,180272143,181277036,88196ba219fffff/89196ba218bffff/8a196ba218a7fff/553_00123_front.jpg,Middelmatig,88196ba24bfffff/89196ba24a7ffff/8a196ba24a57fff/70_03490_front.jpg,Middelmatig,1800.0,5200.0,4+_voorrang,4+_voorrang
221,7,396799134207556725,False,within,False,187274156,600097669,88196bb563fffff/89196bb5633ffff/8a196bb5632ffff/32_07735_front.jpg,Hoog,88196bb5cdfffff/89196bb5cdbffff/8a196bb5cdaffff/434_02518_front.jpg,Hoog,10050.0,8850.0,4+_VRI,4+_VRI
222,7,254437430976054580,False,hub_spoke,False,178273039,600450352,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb0b7fffff/89196bb0b73ffff/8a196bb0b72ffff/124_04107_front.jpg,Laag,400.0,750.0,T_geen_voorrang,T_geen_voorrang
223,7,5801901731234840381,False,hub_spoke,False,187263075,600488624,88196ba2dbfffff/89196ba2dafffff/8a196ba2dac7fff/396_03118_front.jpg,Hoog,88196bb565fffff/89196bb5643ffff/8a196bb56557fff/1_01590_front.jpg,Hoog,8950.0,9100.0,T_voorrang,T_voorrang
224,7,7111621778502993875,False,hub_spoke,False,180277024,184273072,88196ba243fffff/89196ba2433ffff/8a196ba24337fff/56_03828_front.jpg,Laag,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,300.0,2725.0,T_voorrang,T_voorrang
225,7,-2617529270474154831,False,hub_spoke,False,178272159,183277002,88196ba20bfffff/89196ba20afffff/8a196ba20acffff/86_00379_front.jpg,Hoog,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,5850.0,1100.0,4+_voorrang,4+_voorrang
226,7,-6195100666187080972,True,backbone,True,178273039,183272020,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,400.0,9100.0,T_geen_voorrang,4+_VRI
227,7,1931365507159612478,False,within,False,183265014,185273145,88196ba2c3fffff/89196ba2c2fffff/8a196ba2c2c7fff/369_00758_front.jpg,Hoog,88196bb529fffff/89196bb529bffff/8a196bb529b7fff/50_00536_left.jpg,Hoog,10300.0,6850.0,4+_VRI,4+_VRI
228,7,153695515683730285,False,hub_spoke,False,183272020,186273103,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,88196bb563fffff/89196bb562fffff/8a196bb562c7fff/130_03323_front.jpg,Hoog,9100.0,7700.0,4+_VRI,4+_VRI
229,7,-8609563627939293836,False,backbone,True,183277002,184273072,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,1100.0,2725.0,4+_voorrang,T_voorrang
230,7,1531424252752040568,False,hub_spoke,False,180272041,184273072,88196ba257fffff/89196ba256fffff/8a196ba256cffff/42_01558_front.jpg,Hoog,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,13250.0,2725.0,T_voorrang,T_voorrang
231,7,6805531188029936139,False,hub_spoke,False,180273020,600483010,88196ba257fffff/89196ba2567ffff/8a196ba25657fff/42_01516_front.jpg,Laag,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,200.0,350.0,4+_geen_voorrang,4+_geen_voorrang
232,7,5576881699999255756,True,backbone,True,183272020,600483010,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,9100.0,350.0,4+_VRI,4+_geen_voorrang
233,7,8804395900225408732,False,within,False,180271187,186273081,88196ba211fffff/89196ba2113ffff/8a196ba2111ffff/86_01275_front.jpg,Middelmatig,88196bb529fffff/89196bb5293ffff/8a196bb5290ffff/18_00279_front.jpg,Hoog,2950.0,12150.0,4+_VRI,4+_VRI
234,7,7929341540324724428,False,hub_spoke,False,181277036,188267015,88196ba24bfffff/89196ba24a7ffff/8a196ba24a57fff/70_03490_front.jpg,Middelmatig,88196bb533fffff/89196bb53afffff/8a196bb53adffff/417_00893_front.jpg,Laag,5200.0,500.0,4+_voorrang,4+_voorrang
235,7,2170647662226819517,False,backbone,False,181265038,183272020,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,6800.0,9100.0,4+_VRI,4+_VRI
236,7,-6444117710416126265,False,backbone,False,181277036,183277002,88196ba24bfffff/89196ba24a7ffff/8a196ba24a57fff/70_03490_front.jpg,Middelmatig,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,5200.0,1100.0,4+_voorrang,4+_voorrang
237,7,-4781133982041480352,False,hub_spoke,False,183263020,186268009,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,88196bb535fffff/89196bb5347ffff/8a196bb5355ffff/407_06875_front.jpg,Middelmatig,1200.0,1100.0,T_geen_voorrang,T_geen_voorrang
238,7,5501209559923283844,False,hub_spoke,False,181265038,185272110,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196bb529fffff/89196bb528bffff/8a196bb528affff/18_00375_front.jpg,Hoog,6800.0,12550.0,4+_VRI,4+_VRI
239,7,-8291689510244136697,False,within,False,182272213,184275160,88196bb525fffff/89196ba2527ffff/8a196bb525a7fff/553_00344_front.jpg,Hoog,88196bb565fffff/89196bb5643ffff/8a196bb56417fff/1_01640_front.jpg,Middelmatig,8200.0,4900.0,4+_VRI,4+_VRI
240,7,-7455246311458481865,False,within,False,186273103,190264080,88196bb563fffff/89196bb562fffff/8a196bb562c7fff/130_03323_front.jpg,Hoog,88196bb5e1fffff/89196bb5eabffff/8a196bb5ea97fff/396_04300_front.jpg,Hoog,7700.0,8200.0,4+_VRI,4+_VRI
241,7,4742288891889520627,False,diagonal,True,187273034,189267114,88196bb505fffff/89196bb505bffff/8a196bb50587fff/130_03827_front.jpg,Middelmatig,88196bb53bfffff/89196bb53a7ffff/8a196bb53a6ffff/554_00091_front.jpg,Middelmatig,1850.0,1050.0,T_geen_voorrang,4+_VRI
242,7,-4248064108305128928,False,hub_spoke,False,182270019,183263025,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,88196ba2d5fffff/89196ba28b3ffff/8a196ba28b27fff/378_00901_front.jpg,Middelmatig,1300.0,1500.0,4+_geen_voorrang,4+_geen_voorrang
243,7,-3682377042380236833,False,within,False,179265069,185274084,88196ba2e3fffff/89196ba2e33ffff/8a196ba2e30ffff/362_00133_front.jpg,Hoog,88196bb567fffff/89196bb5667ffff/8a196bb56647fff/5_01671_front.jpg,Hoog,10300.0,9950.0,4+_VRI,4+_VRI
244,7,6798175148834520986,True,backbone,True,176275195,183277002,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,6450.0,1100.0,T_VRI,4+_voorrang
245,7,-5133103338686999191,False,hub_spoke,False,181272016,600483010,88196ba219fffff/89196ba219bffff/8a196ba219affff/42_01017_front.jpg,Laag,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,750.0,350.0,4+_geen_voorrang,4+_geen_voorrang
246,7,7220505896774823000,True,backbone,True,176275195,600483010,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,6450.0,350.0,T_VRI,4+_geen_voorrang
247,7,8619578805401425825,False,hub_spoke,False,178273039,191272052,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb50bfffff/89196bb50a3ffff/8a196bb50a0ffff/8_02411_front.jpg,Middelmatig,400.0,1150.0,T_geen_voorrang,T_geen_voorrang
248,7,2592550539751635372,False,within,False,181263098,186274160,88196ba281fffff/89196ba2803ffff/8a196ba2802ffff/382_00472_front.jpg,Hoog,88196bb563fffff/89196bb563bffff/8a196bb56387fff/29_02560_front.jpg,Hoog,21950.0,7950.0,4+_VRI,4+_VRI
249,7,-8268722695701421497,False,hub_spoke,False,182270019,600418191,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,88196bb5ebfffff/89196bb5eb7ffff/8a196bb5eb47fff/429_02457_front.jpg,Laag,1300.0,1000.0,4+_geen_voorrang,4+_geen_voorrang
250,7,-5234961688605008854,True,backbone,False,178273039,183263020,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,400.0,1200.0,T_geen_voorrang,T_geen_voorrang
251,7,9183338939818722740,False,within,False,182274179,190273120,88196ba253fffff/89196ba2533ffff/8a196ba25337fff/2_01537_front.jpg,Middelmatig,88196bb509fffff/89196bb508fffff/8a196bb50857fff/523_03029_front.jpg,Hoog,4300.0,21550.0,4+_VRI,4+_VRI
252,7,3986832659416779073,True,backbone,True,176275195,183272020,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,6450.0,9100.0,T_VRI,4+_VRI
253,8,-3873732501661308804,False,hub_spoke,False,183277002,191271032,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196bb50bfffff/89196bb50a7ffff/8a196bb50a5ffff/11_00784_front.jpg,Middelmatig,1100.0,1250.0,4+_voorrang,4+_voorrang
254,8,6798175148834520986,True,backbone,True,176275195,183277002,88196ba20dfffff/89196ba20c3ffff/8a196ba20c1ffff/45_00787_front.jpg,Hoog,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,6450.0,1100.0,T_VRI,4+_voorrang
255,8,-2784859952812960649,False,hub_spoke,False,183277002,188266137,88196bb0b3fffff/89196bb0b2fffff/8a196bb0b2f7fff/129_02207_front.jpg,Middelmatig,88196bb5edfffff/89196bb5ecbffff/8a196bb5ec9ffff/418_02961_front.jpg,Laag,1100.0,300.0,4+_voorrang,4+_voorrang
256,8,-7272956689008849861,False,hub_spoke,False,182270019,183268031,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,88196ba2c1fffff/89196ba2c13ffff/8a196ba2c127fff/369_01981_front.jpg,Laag,1300.0,150.0,4+_geen_voorrang,4+_geen_voorrang
257,8,-1364653633217888105,False,hub_spoke,False,186267025,600483010,88196bb537fffff/89196bb5377ffff/8a196bb53747fff/418_00824_front.jpg,Laag,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,950.0,350.0,4+_geen_voorrang,4+_geen_voorrang
258,8,2592550539751635372,False,within,False,181263098,186274160,88196ba281fffff/89196ba2803ffff/8a196ba2802ffff/382_00472_front.jpg,Hoog,88196bb563fffff/89196bb563bffff/8a196bb56387fff/29_02560_front.jpg,Hoog,21950.0,7950.0,4+_VRI,4+_VRI
259,8,2853552615190966479,False,hub_spoke,False,179265069,183272020,88196ba2e3fffff/89196ba2e33ffff/8a196ba2e30ffff/362_00133_front.jpg,Hoog,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,10300.0,9100.0,4+_VRI,4+_VRI
260,8,7039468361524987790,False,within,False,185274084,187270060,88196bb567fffff/89196bb5667ffff/8a196bb56647fff/5_01671_front.jpg,Hoog,88196bb53dfffff/89196bb53d3ffff/8a196bb53d2ffff/550_02203_front.jpg,Middelmatig,9950.0,5250.0,4+_VRI,4+_VRI
261,8,8582693247539762454,False,hub_spoke,False,183276077,184273072,88196ba259fffff/89196ba2593ffff/8a196ba2590ffff/7_02209_back.jpg,Hoog,88196bb52dfffff/89196bb52dbffff/8a196bb52daffff/530_00920_left.jpg,Middelmatig,8050.0,2725.0,T_voorrang,T_voorrang
262,8,-4188690510657243908,False,hub_spoke,False,181265038,189267114,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196bb53bfffff/89196bb53a7ffff/8a196bb53a6ffff/554_00091_front.jpg,Middelmatig,6800.0,1050.0,4+_VRI,4+_VRI
263,8,-2341754789406877228,False,backbone,False,182270019,600483010,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,1300.0,350.0,4+_geen_voorrang,4+_geen_voorrang
264,8,7842791476925436170,False,hub_spoke,False,182270019,191272102,88196ba21bfffff/89196ba21b7ffff/8a196ba21b57fff/22_07259_front.jpg,Middelmatig,88196bb50bfffff/89196bb50b7ffff/8a196bb50b0ffff/32_10099_front.jpg,Laag,1300.0,300.0,4+_geen_voorrang,4+_geen_voorrang
265,8,-8291689510244136697,False,within,False,182272213,184275160,88196bb525fffff/89196ba2527ffff/8a196bb525a7fff/553_00344_front.jpg,Hoog,88196bb565fffff/89196bb5643ffff/8a196bb56417fff/1_01640_front.jpg,Middelmatig,8200.0,4900.0,4+_VRI,4+_VRI
266,8,-5937713761872482167,False,within,False,177273181,186273081,88196ba201fffff/89196ba2003ffff/8a196ba2002ffff/83_01707_front.jpg,Middelmatig,88196bb529fffff/89196bb5293ffff/8a196bb5290ffff/18_00279_front.jpg,Hoog,5700.0,12150.0,4+_VRI,4+_VRI
267,8,4380108980952000935,False,hub_spoke,False,186264019,600483010,88196ba2d9fffff/89196ba2d87ffff/8a196ba2d85ffff/396_04924_front.jpg,Laag,88196bb501fffff/89196bb500fffff/8a196bb500cffff/252_00534_front.jpg,Laag,850.0,350.0,4+_geen_voorrang,4+_geen_voorrang
268,8,-65478970376809206,False,diagonal,True,184275095,191269022,88196bb565fffff/89196bb564fffff/8a196bb564e7fff/3_02537_front.jpg,Laag,88196bb511fffff/89196bb510bffff/8a196bb5108ffff/244_03014_front.jpg,Hoog,100.0,9550.0,4+_voorrang,T_VRI
269,8,-2008348926099226257,False,hub_spoke,False,190266032,600488624,88196bb5e9fffff/89196bb5e8bffff/8a196bb5e8affff/564_00012_front.jpg,Hoog,88196bb565fffff/89196bb5643ffff/8a196bb56557fff/1_01590_front.jpg,Hoog,13050.0,9100.0,T_voorrang,T_voorrang
270,8,3485446157583099152,False,hub_spoke,False,181277036,190267091,88196ba24bfffff/89196ba24a7ffff/8a196ba24a57fff/70_03490_front.jpg,Middelmatig,88196bb5e9fffff/89196bb5e9bffff/8a196bb5e997fff/422_00397_front.jpg,Laag,5200.0,250.0,4+_voorrang,4+_voorrang
271,8,3041006642757729917,False,within,False,185273145,600097669,88196bb529fffff/89196bb529bffff/8a196bb529b7fff/50_00536_left.jpg,Hoog,88196bb5cdfffff/89196bb5cdbffff/8a196bb5cdaffff/434_02518_front.jpg,Hoog,6850.0,8850.0,4+_VRI,4+_VRI
272,8,-7902738429165886650,False,hub_spoke,False,183263020,194264006,88196ba2d5fffff/89196ba2d4fffff/8a196ba2d4cffff/392_02331_front.jpg,Middelmatig,88196bb5c7fffff/89196bb5c67ffff/8a196bb5c667fff/430_01807_front.jpg,Middelmatig,1200.0,2650.0,T_geen_voorrang,T_geen_voorrang
273,8,-3757617162840663805,False,hub_spoke,False,178273039,187268044,88196ba20bfffff/89196ba20afffff/8a196ba20ac7fff/84_00130_front.jpg,Laag,88196bb531fffff/89196bb5303ffff/8a196bb53007fff/408_03965_front.jpg,Laag,400.0,200.0,T_geen_voorrang,T_geen_voorrang
274,8,2170647662226819517,False,backbone,False,181265038,183272020,88196ba28dfffff/89196ba28d7ffff/8a196ba28d67fff/362_00821_front.jpg,Hoog,88196bb52dfffff/89196bb52cbffff/8a196bb52c9ffff/32_04850_front.jpg,Hoog,6800.0,9100.0,4+_VRI,4+_VRI
