task_id,set_id,alt1_img1,alt2_img1,alt3_img1
392,49,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true
393,50,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true
394,50,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true
395,50,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true
396,50,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true
397,50,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true
398,50,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true
399,50,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true
400,50,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true
401,51,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true
402,51,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true
403,51,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true
404,51,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true
405,51,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true
406,51,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true
407,51,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true
408,51,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true
409,52,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true
410,52,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true
411,52,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true
412,52,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true
413,52,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true
414,52,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true
415,52,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true
416,52,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true
417,53,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true
418,53,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true
419,53,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true
420,53,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true
421,53,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true
422,53,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true
423,53,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true
424,53,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true
425,54,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true
426,54,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true
427,54,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true
428,54,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true
429,54,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true
430,54,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true
431,54,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true
432,54,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true
433,55,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true
434,55,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true
435,55,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true
436,55,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true
437,55,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true
438,55,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true
439,55,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true
440,55,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true
441,56,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true
442,56,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true
443,56,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true
444,56,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true
445,56,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true
446,56,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true
447,56,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true
448,56,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true
449,57,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true
450,57,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true
451,57,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true
452,57,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true
453,57,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true
454,57,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true
455,57,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true
456,57,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true
457,58,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true
458,58,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true
459,58,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true
460,58,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true
461,58,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true
462,58,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true
463,58,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true
464,58,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true
465,59,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true
466,59,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true
467,59,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true
468,59,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true
469,59,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true
470,59,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true
471,59,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true
472,59,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true
473,60,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true
474,60,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true
475,60,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true
476,60,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true
477,60,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true
478,60,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true
479,60,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true
480,60,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true
481,61,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true
482,61,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true
483,61,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true
484,61,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true
485,61,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true
486,61,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true
487,61,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true
488,61,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true
489,62,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h1/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true
490,62,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true
491,62,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true
492,62,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h2/img1.jpg?raw=true
493,62,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h6/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true
494,62,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h10/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h4/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true
495,62,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h9/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h7/img1.jpg?raw=true
496,62,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h8/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h3/img1.jpg?raw=true,https://github.com/PixelSurvey/example-data/blob/main/sj_data/h5/img1.jpg?raw=true
